trial_order,trial_id,evaluation_id,attempt_id,expected_class,true_category,test_type,review_candidate_id,review_candidate_set_id,review_validity,review_completeness,review_audibility,review_artifact,source_dataset,source_partition,source_id,source_group,source_labels,source_title,source_uploader,license_url,selection_stratum,source_filename,source_sha256,review_stimulus_sha256,stimulus_file,stimulus_path,sha256,sequence_duration_s,output_peak_dbfs,output_rms_dbfs,output_max_100ms_rms_dbfs,target_output_max_100ms_rms_dbfs,distance_cm,volume_percent,playback_delay_s,capture_duration_s,model_name,model_output_classes,system_classes,model_onnx_sha256,weights_sha256,application_binary_sha256,status
25,FE4-025,STM32N6-HAZARD6-FINAL-003,FE4-A01,glass_breaking,glass_breaking,positive,FE2C-055,FE2-CANDIDATES-001,canonical,complete,normal,none,FSD50K,eval,155620,155620,"Shatter,Glass",IMPACT_GLASS_BIG_WINDOW_PANE_SMASH_HAMMER_LOUD_NTG3_H4N_20120513.wav,samueljustice00,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,155620.wav,6253dc510e1a79ce7da13c25961808733ad5448954f1a4fafdaf44342dba77b2,dd2c4a316d97b0cb3666f16a549bd164ecfe264d8b60f8e1286cdafbdc35d0ac,FE4-025.wav,../ml-workspace/datasets/hazard6_final_evaluation_v4_independent/audio/FE4-025.wav,dd2c4a316d97b0cb3666f16a549bd164ecfe264d8b60f8e1286cdafbdc35d0ac,10.25,-25.7667,-54.3974,-42.0001,-42.0,30,100,3,15,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,6,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,frozen_not_captured
26,FE4-026,STM32N6-HAZARD6-FINAL-003,FE4-A01,speech,speech,positive,FE2C-017,FE2-CANDIDATES-001,canonical,complete,normal,none,FSD50K,eval,211528,211528,"Female_speech_and_woman_speaking,Crying_and_sobbing,Speech,Human_voice",Crying newborn baby child 2.WAV,the_yura,http://creativecommons.org/publicdomain/zero/1.0/,review_Female_speech_and_woman_speaking,211528.wav,e0fd573bd023f600ed4d0e673623ff18a745d292216bb5c81d02ba3dc876d280,12fa51e632110c17b3fa80417be88cf89dc7dc5aca715fdb71593ee82f976c10,FE4-026.wav,../ml-workspace/datasets/hazard6_final_evaluation_v4_independent/audio/FE4-026.wav,12fa51e632110c17b3fa80417be88cf89dc7dc5aca715fdb71593ee82f976c10,10.5,-35.222,-53.9951,-42.0004,-42.0,30,100,3,15,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,6,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,frozen_not_captured
27,FE4-027,STM32N6-HAZARD6-FINAL-003,FE4-A01,siren,siren,positive,FE2S2-008,FE2-SIREN-SUPPLEMENT-002,canonical,complete,normal,none,UrbanSound8K,fold_6,74726,74726,siren,UrbanSound8K foreground siren recording 74726,Robinhood76,http://creativecommons.org/licenses/by-nc/3.0/,supplement2_foreground_longest_source_coverage,74726-8-1-0.wav,9850cab6733b10214eb0818e0edcad9601702e6b5e92a233c247520910c18a92,9abf61c6b4f4c998641f1706c66639da4bd92c713c5c0f6b08075214077abc63,FE4-027.wav,../ml-workspace/datasets/hazard6_final_evaluation_v4_independent/audio/FE4-027.wav,9abf61c6b4f4c998641f1706c66639da4bd92c713c5c0f6b08075214077abc63,13.0,-36.1917,-50.472,-42.0001,-42.0,30,100,3,15,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,6,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,frozen_not_captured
28,FE4-028,STM32N6-HAZARD6-FINAL-003,FE4-A01,gunshot_gunfire,gunshot_gunfire,positive,FE2C-027,FE2-CANDIDATES-001,canonical,complete,normal,none,FSD50K,eval,344142,344142,"Gunshot_and_gunfire,Explosion",Gunshot_002.wav,Brokenphono,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,344142.wav,e79591a2b0b3dbe0af7026ef698e57bce2175b07b801a9934d8d1e41e165fe85,7ed76980e3a76bfb529b81117d48ebabd516d5a10a7f5a73352c49acdf542ee8,FE4-028.wav,../ml-workspace/datasets/hazard6_final_evaluation_v4_independent/audio/FE4-028.wav,7ed76980e3a76bfb529b81117d48ebabd516d5a10a7f5a73352c49acdf542ee8,11.12,-39.7822,-50.1102,-41.9902,-42.0,30,100,3,15,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,6,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,frozen_not_captured
29,FE4-029,STM32N6-HAZARD6-FINAL-003,FE4-A01,dog_bark,dog_bark,positive,FE2C-012,FE2-CANDIDATES-001,canonical,complete,normal,none,FSD50K,eval,29596,29596,"Bark,Dog,Domestic_animals_and_pets,Animal",bark.wav,synthania,http://creativecommons.org/licenses/sampling+/1.0/,label_metadata_only_candidate,29596.wav,0d35b06c257e1887fc6cdb75683f6ad9d075d3708421696871c3dc3b8c57c312,6f3f70f6e664ba9f9e8f0b46d59f926c7385caa6dc62070f723b9539ef375c8f,FE4-029.wav,../ml-workspace/datasets/hazard6_final_evaluation_v4_independent/audio/FE4-029.wav,6f3f70f6e664ba9f9e8f0b46d59f926c7385caa6dc62070f723b9539ef375c8f,10.033787,-27.9437,-51.9847,-42.0,-42.0,30,100,3,15,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,6,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,frozen_not_captured
30,FE4-030,STM32N6-HAZARD6-FINAL-003,FE4-A01,other,Applause,positive,FE2C-011,FE2-CANDIDATES-001,canonical,complete,normal,none,FSD50K,eval,25295,25295,"Applause,Human_group_actions",Claping_ses1.wav,freesound,http://creativecommons.org/publicdomain/zero/1.0/,review_other_Applause,25295.wav,319a0f3db9d88bba1904d9a59487b536cce3c04d9ae8e04167e7c6779adc32e7,ffb7cccd2b5ab5ff931f6fef03d936f8452ffd4337447cf44c92f23e982d83de,FE4-030.wav,../ml-workspace/datasets/hazard6_final_evaluation_v4_independent/audio/FE4-030.wav,ffb7cccd2b5ab5ff931f6fef03d936f8452ffd4337447cf44c92f23e982d83de,10.25,-26.9449,-44.307,-42.0,-42.0,30,100,3,15,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,6,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,frozen_not_captured
31,FE4-031,STM32N6-HAZARD6-FINAL-003,FE4-A01,glass_breaking,glass_breaking,positive,FE2C-059,FE2-CANDIDATES-001,canonical,complete,normal,none,FSD50K,eval,204185,204185,"Shatter,Chink_and_clink,Glass",breaking_glass1.wav,reg7783,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,204185.wav,feaacc5f5d23fb8e728a347d4a7cc00866a289efce5725dd3719eea64c5ca93f,f0c8f84610b1e6e6d913673acfd1959c6c77aaa6f5a701d3bef7452a52615c96,FE4-031.wav,../ml-workspace/datasets/hazard6_final_evaluation_v4_independent/audio/FE4-031.wav,f0c8f84610b1e6e6d913673acfd1959c6c77aaa6f5a701d3bef7452a52615c96,10.25,-19.9942,-50.6759,-41.9999,-42.0,30,100,3,15,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,6,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,frozen_not_captured
32,FE4-032,STM32N6-HAZARD6-FINAL-003,FE4-A01,other,Crack,positive,FE2C-003,FE2-CANDIDATES-001,canonical,complete,normal,none,FSD50K,eval,173329,173329,Crack,nxSample-149.wav,neix,http://creativecommons.org/licenses/by/3.0/,review_other_Crack,173329.wav,57b35adb0065451be13af2a060dfb73d23a3a8e7842e46a973da46a698a331d7,151049c2829bea4e4d46dfaf8af413057ecb7bbfae9cb32cec41b3cf8f787445,FE4-032.wav,../ml-workspace/datasets/hazard6_final_evaluation_v4_independent/audio/FE4-032.wav,151049c2829bea4e4d46dfaf8af413057ecb7bbfae9cb32cec41b3cf8f787445,11.84102,-15.4404,-54.2166,-42.0,-42.0,30,100,3,15,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,6,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,frozen_not_captured
33,FE4-033,STM32N6-HAZARD6-FINAL-003,FE4-A01,siren,siren,positive,FE2S2-001,FE2-SIREN-SUPPLEMENT-002,canonical,complete,normal,none,UrbanSound8K,fold_1,157867,157867,siren,UrbanSound8K foreground siren recording 157867,Jefflix,http://creativecommons.org/licenses/by-nc/3.0/,supplement2_foreground_longest_source_coverage,157867-8-0-0.wav,c8651c92fbe6076e88c15f5eae5c48601ee545273652505bb8cf45b2f5dc9202,65789ef2aeb9e4c7c75dc9f8e37feeab1b6b67261b2f7559144eba84b3f15507,FE4-033.wav,../ml-workspace/datasets/hazard6_final_evaluation_v4_independent/audio/FE4-033.wav,65789ef2aeb9e4c7c75dc9f8e37feeab1b6b67261b2f7559144eba84b3f15507,13.0,-36.2949,-46.2951,-41.9999,-42.0,30,100,3,15,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,6,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,frozen_not_captured
34,FE4-034,STM32N6-HAZARD6-FINAL-003,FE4-A01,speech,speech,positive,FE2C-053,FE2-CANDIDATES-001,canonical,complete,normal,none,FSD50K,eval,31489,31489,"Child_speech_and_kid_speaking,Speech,Human_voice",DaddyIPulledMyToothOut.wav,daveincamas,http://creativecommons.org/licenses/by/3.0/,review_Child_speech_and_kid_speaking,31489.wav,affa1e3ae410e8beeb44c88839961d7a087f84205b1cfccce2cd1230b4407bb7,82d45ac0204b9811541e445e8c6f805a545a47cd84aff0003dcd6744ed8e35f0,FE4-034.wav,../ml-workspace/datasets/hazard6_final_evaluation_v4_independent/audio/FE4-034.wav,82d45ac0204b9811541e445e8c6f805a545a47cd84aff0003dcd6744ed8e35f0,13.370952,-28.7254,-50.9875,-42.0002,-42.0,30,100,3,15,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,6,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,frozen_not_captured
35,FE4-035,STM32N6-HAZARD6-FINAL-003,FE4-A01,dog_bark,dog_bark,positive,FE2C-088,FE2-CANDIDATES-001,canonical,complete,normal,none,FSD50K,eval,380440,380440,"Bark,Dog,Domestic_animals_and_pets,Animal",Dog Bark + Mysterious Gurgle.wav,FullMetalJedi,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,380440.wav,cb6870056f0ead452d8ae06b8ddd6890f6ab7feaceb3e708670565550e54546a,11c827bf6b399f7cd703604b23803d72a50394b3c3d08da91523160f94c5ae9f,FE4-035.wav,../ml-workspace/datasets/hazard6_final_evaluation_v4_independent/audio/FE4-035.wav,11c827bf6b399f7cd703604b23803d72a50394b3c3d08da91523160f94c5ae9f,10.5,-36.0057,-52.5649,-41.9976,-42.0,30,100,3,15,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,6,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,frozen_not_captured
36,FE4-036,STM32N6-HAZARD6-FINAL-003,FE4-A01,gunshot_gunfire,gunshot_gunfire,positive,FE2C-029,FE2-CANDIDATES-001,canonical,complete,normal,none,FSD50K,eval,415508,415508,"Gunshot_and_gunfire,Explosion",RPK Kalashnikov 's hand machine gun,Pashee,http://creativecommons.org/licenses/by-nc/3.0/,label_metadata_only_candidate,415508.wav,7e797b901f53c5a1e2594600fec4c6426c9e36ae95d0a3bf30bce56e0b77aa06,1f63970c340aa66deb2ae16224cea296c49b7fcf30aaaa296c7df365f0348daa,FE4-036.wav,../ml-workspace/datasets/hazard6_final_evaluation_v4_independent/audio/FE4-036.wav,1f63970c340aa66deb2ae16224cea296c49b7fcf30aaaa296c7df365f0348daa,10.25,-30.137,-46.3844,-42.0,-42.0,30,100,3,15,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,6,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,frozen_not_captured
37,FE4-037,STM32N6-HAZARD6-FINAL-003,FE4-A01,other,Knock,positive,FE2C-075,FE2-CANDIDATES-001,canonical,complete,normal,none,FSD50K,eval,135428,135428,"Knock,Door,Domestic_sounds_and_home_sounds",Knocking on Door.mp3,OTBTechno,http://creativecommons.org/publicdomain/zero/1.0/,review_other_Knock,135428.wav,644bc7b5a95f4600afbc5149cc56f1f66b119d47c1f975d452b87dd9c97f2beb,525ad89a21b052aee7dbb519bfcc0e0002604e640c5f20795dff8ab135ccdd32,FE4-037.wav,../ml-workspace/datasets/hazard6_final_evaluation_v4_independent/audio/FE4-037.wav,525ad89a21b052aee7dbb519bfcc0e0002604e640c5f20795dff8ab135ccdd32,10.25,-24.4639,-53.5834,-42.0002,-42.0,30,100,3,15,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,6,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,frozen_not_captured
38,FE4-038,STM32N6-HAZARD6-FINAL-003,FE4-A01,gunshot_gunfire,gunshot_gunfire,positive,FE2C-065,FE2-CANDIDATES-001,canonical,complete,normal,none,FSD50K,eval,196400,196400,"Gunshot_and_gunfire,Explosion",G36-E Fire,Callum_Sharp279,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,196400.wav,2f0390ad0b438f8703f8ce4746fb56eced2f3de805698b7a56afd4517ff8fbfb,a7319e649f0cf8406b298fc12b5d333fefd533b0136f818c0687b1a0d84a797a,FE4-038.wav,../ml-workspace/datasets/hazard6_final_evaluation_v4_independent/audio/FE4-038.wav,a7319e649f0cf8406b298fc12b5d333fefd533b0136f818c0687b1a0d84a797a,10.25,-39.6031,-53.0914,-41.9994,-42.0,30,100,3,15,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,6,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,frozen_not_captured
39,FE4-039,STM32N6-HAZARD6-FINAL-003,FE4-A01,dog_bark,dog_bark,positive,FE2C-050,FE2-CANDIDATES-001,canonical,complete,normal,none,FSD50K,eval,326563,326563,"Bark,Dog,Domestic_animals_and_pets,Animal",DOGS BARKING - variation.wav,Bee09,http://creativecommons.org/licenses/by-nc/3.0/,label_metadata_only_candidate,326563.wav,2c68f295ded866bea516272c54596de02f4f548ce2bce19963e8b19347c9d1ee,18830f309e88a134075d229718338bea3a0deb4bb5f914809d8b7c75274de3be,FE4-039.wav,../ml-workspace/datasets/hazard6_final_evaluation_v4_independent/audio/FE4-039.wav,18830f309e88a134075d229718338bea3a0deb4bb5f914809d8b7c75274de3be,10.5,-31.7513,-52.7661,-41.9997,-42.0,30,100,3,15,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,6,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,frozen_not_captured
40,FE4-040,STM32N6-HAZARD6-FINAL-003,FE4-A01,speech,speech,positive,FE2C-101,FE2-CANDIDATES-001,canonical,complete,normal,none,FSD50K,eval,391300,391300,"Child_speech_and_kid_speaking,Speech,Human_voice",Child.wav,fernandesbljr,http://creativecommons.org/publicdomain/zero/1.0/,review_Child_speech_and_kid_speaking,391300.wav,c321bebe2e1887cf23ce08a92ecace08052e7b1b9182ceb8b21569bc42ba4dff,1c79200cea1115dbaff26618ed459133d42034922073824ffd801f902925dddd,FE4-040.wav,../ml-workspace/datasets/hazard6_final_evaluation_v4_independent/audio/FE4-040.wav,1c79200cea1115dbaff26618ed459133d42034922073824ffd801f902925dddd,10.5,-33.2961,-52.8045,-42.0002,-42.0,30,100,3,15,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,6,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,frozen_not_captured
41,FE4-041,STM32N6-HAZARD6-FINAL-003,FE4-A01,siren,siren,positive,FE2S2-005,FE2-SIREN-SUPPLEMENT-002,canonical,complete,normal,none,UrbanSound8K,fold_2,123688,123688,siren,UrbanSound8K foreground siren recording 123688,lonemonk,http://creativecommons.org/licenses/by-nc/3.0/,supplement2_foreground_longest_source_coverage,123688-8-1-0.wav,e2a89238c7b073496d029d51755bd07855c9fe63a2426a35c76a34dbffd6c855,87b99b9d1dd4e4a863532cfa3f017cf8ca5353abaab67ebf623a322fac31d00c,FE4-041.wav,../ml-workspace/datasets/hazard6_final_evaluation_v4_independent/audio/FE4-041.wav,87b99b9d1dd4e4a863532cfa3f017cf8ca5353abaab67ebf623a322fac31d00c,13.0,-34.0107,-49.8632,-42.0002,-42.0,30,100,3,15,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,6,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,frozen_not_captured
42,FE4-042,STM32N6-HAZARD6-FINAL-003,FE4-A01,glass_breaking,glass_breaking,positive,FE2C-102,FE2-CANDIDATES-001,canonical,complete,normal,none,FSD50K,eval,98055,98055,"Shatter,Glass",wine bottle break 2.wav,Tomlija,http://creativecommons.org/licenses/by/3.0/,label_metadata_only_candidate,98055.wav,98b6601650008b47b2225e4173b50ee175ad40dd15068ba5c78d1c295ad3cb9e,39eb78f202c0937a7de140de4aac8c413d6590ed98e96e2d58d89914fa6d1cf5,FE4-042.wav,../ml-workspace/datasets/hazard6_final_evaluation_v4_independent/audio/FE4-042.wav,39eb78f202c0937a7de140de4aac8c413d6590ed98e96e2d58d89914fa6d1cf5,10.25,-17.3653,-54.358,-41.9998,-42.0,30,100,3,15,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,6,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,frozen_not_captured
43,FE4-043,STM32N6-HAZARD6-FINAL-003,FE4-A01,speech,speech,positive,FE2C-047,FE2-CANDIDATES-001,canonical,complete,normal,none,FSD50K,eval,152418,152418,"Male_speech_and_man_speaking,Run,Speech,Human_voice",Feet_Shuffling_3speeds.wav,burnsie289,http://creativecommons.org/licenses/by/3.0/,review_Male_speech_and_man_speaking,152418.wav,da413c777f505a0499313a2a97766270db8301535f22a50724d22c6db3bc1c41,7a883db9e7f7cd93632f6b68f62f5b45cf3c14c2a6e6adb6b94814b6fb3e0c19,FE4-043.wav,../ml-workspace/datasets/hazard6_final_evaluation_v4_independent/audio/FE4-043.wav,7a883db9e7f7cd93632f6b68f62f5b45cf3c14c2a6e6adb6b94814b6fb3e0c19,10.5,-28.2261,-50.4819,-41.9997,-42.0,30,100,3,15,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,6,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,frozen_not_captured
44,FE4-044,STM32N6-HAZARD6-FINAL-003,FE4-A01,gunshot_gunfire,gunshot_gunfire,positive,FE2C-060,FE2-CANDIDATES-001,canonical,complete,normal,none,FSD50K,eval,386780,386780,"Gunshot_and_gunfire,Explosion",Machine_Gun_Shooting.wav,ken788,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,386780.wav,c24bd80a29670bdd7866ded8b21f00edcd22bcf0d97964e347b581ea6a1b8ebc,f74dde506f2f4074abaf20ab7f6823a3fe9fef04c9d6a83ef2b94f504bd26857,FE4-044.wav,../ml-workspace/datasets/hazard6_final_evaluation_v4_independent/audio/FE4-044.wav,f74dde506f2f4074abaf20ab7f6823a3fe9fef04c9d6a83ef2b94f504bd26857,10.25,-40.4818,-48.6599,-41.9893,-42.0,30,100,3,15,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,6,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,frozen_not_captured
45,FE4-045,STM32N6-HAZARD6-FINAL-003,FE4-A01,other,Wind,positive,FE2C-026,FE2-CANDIDATES-001,canonical,complete,normal,none,FSD50K,eval,113175,113175,Wind,wind_howling_03.wav,Fasolt,http://creativecommons.org/publicdomain/zero/1.0/,review_other_Wind,113175.wav,0616eab1b3297100171dacb5acecbfdc9af8cd1af05d8d45f9e7822539158f7c,9633088421942d13a12e4c618e5462ba22f3ba3cd8976e2ae420c90e952e7ffd,FE4-045.wav,../ml-workspace/datasets/hazard6_final_evaluation_v4_independent/audio/FE4-045.wav,9633088421942d13a12e4c618e5462ba22f3ba3cd8976e2ae420c90e952e7ffd,10.5,-32.3895,-44.8631,-41.9997,-42.0,30,100,3,15,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,6,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,frozen_not_captured
46,FE4-046,STM32N6-HAZARD6-FINAL-003,FE4-A01,dog_bark,dog_bark,positive,FE2C-021,FE2-CANDIDATES-001,canonical,complete,normal,none,FSD50K,eval,89210,89210,"Bark,Dog,Domestic_animals_and_pets,Animal",BARKING 4 -S.WAV,smokum,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,89210.wav,34794497e232596f7720904e60423c1cbb7d9958f5d96eaa527f5129dffe1a9c,f94144b0bd3f6ff1ea668961f210a1ae2226377fed5c5926b22cabd0e4c24181,FE4-046.wav,../ml-workspace/datasets/hazard6_final_evaluation_v4_independent/audio/FE4-046.wav,f94144b0bd3f6ff1ea668961f210a1ae2226377fed5c5926b22cabd0e4c24181,11.387347,-34.8187,-50.4052,-42.0001,-42.0,30,100,3,15,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,6,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,frozen_not_captured
47,FE4-047,STM32N6-HAZARD6-FINAL-003,FE4-A01,glass_breaking,glass_breaking,positive,FE2S-008,FE2-SUPPLEMENT-001,canonical,complete,normal,none,FSD50K,eval,34201,34201,"Shatter,Chink_and_clink,Glass",glass_house1.wav,themfish,http://creativecommons.org/licenses/by/3.0/,supplement_explicit_shatter_metadata,34201.wav,41b9b2ec074a19cadd31cec75c97e894f557f3ca0df3d81f007aead175cafb74,4dab601458742de44215465129921fc16d4db87d81d48244fa01420ceaff0ef5,FE4-047.wav,../ml-workspace/datasets/hazard6_final_evaluation_v4_independent/audio/FE4-047.wav,4dab601458742de44215465129921fc16d4db87d81d48244fa01420ceaff0ef5,10.25,-26.6493,-49.7925,-42.0,-42.0,30,100,3,15,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,6,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,frozen_not_captured
48,FE4-048,STM32N6-HAZARD6-FINAL-003,FE4-A01,siren,siren,positive,FE2S2-007,FE2-SIREN-SUPPLEMENT-002,canonical,complete,normal,none,UrbanSound8K,fold_8,71177,71177,siren,UrbanSound8K foreground siren recording 71177,Timbre,http://creativecommons.org/licenses/by-nc/3.0/,supplement2_foreground_longest_source_coverage,71177-8-1-0.wav,50db7272ce6e082706b2d4fbe604209468b6534059489a711796d0cbe81dfae9,bdb7d20fe7eec90eae3f7092659977ba391d1f81903137ea6c9a52937449660d,FE4-048.wav,../ml-workspace/datasets/hazard6_final_evaluation_v4_independent/audio/FE4-048.wav,bdb7d20fe7eec90eae3f7092659977ba391d1f81903137ea6c9a52937449660d,13.0,-33.2716,-50.0912,-42.0001,-42.0,30,100,3,15,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,6,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,frozen_not_captured
